,Hunger,Potter,Twilight,Mockingbird,Gatsby
4122,True,True,True,False,False
4123,True,True,False,False,False
4124,False,False,False,True,False
4125,True,True,False,True,True
4126,True,False,False,False,False
4127,False,True,True,True,False
4128,False,True,False,True,False
4129,True,True,True,True,True
4130,False,False,False,True,True
4131,False,False,False,False,True
4132,False,True,False,False,False
4133,False,True,False,True,True
4134,False,True,False,False,False
4135,True,True,False,False,False
4136,False,True,True,False,True
4137,True,False,False,False,False
4138,True,False,False,False,False
4139,True,True,False,False,False
4140,False,False,False,True,True
4141,False,True,False,False,False
4142,False,False,False,True,False
4143,True,True,False,True,True
4144,True,True,False,True,True
4145,True,False,True,False,False
4146,False,True,True,True,False
4147,True,True,False,False,True
4148,True,False,False,False,False
4149,True,False,False,True,True
4150,True,True,False,True,False
4151,False,False,False,True,True
4152,True,False,False,False,False
4153,True,True,False,True,True
4154,False,True,False,False,False
4155,True,False,False,True,True
4156,False,True,False,False,False
4157,True,True,False,True,True
4158,True,True,True,True,False
4159,True,True,False,True,True
4160,True,False,False,False,False
4161,False,False,False,False,True
4162,True,True,True,True,False
4163,True,False,False,False,False
4164,False,True,False,False,True
4165,True,False,False,False,False
4166,True,True,False,False,False
4167,True,True,False,False,False
4168,False,False,True,True,True
4169,True,True,False,False,True
4170,False,True,True,True,True
4171,True,False,False,False,False
4172,False,True,False,True,True
4173,False,True,False,True,False
4174,False,False,False,True,False
4175,True,False,False,True,False
4176,False,True,False,False,True
4177,False,True,False,False,False
4178,True,False,False,False,False
4179,True,False,False,False,False
4180,True,True,False,False,False
4181,False,False,False,True,True
4182,True,True,False,False,False
4183,True,False,False,False,False
4184,False,True,True,True,True
4185,False,True,True,False,False
4186,True,False,False,False,False
4187,True,False,False,True,False
4188,True,False,True,False,False
4189,True,True,True,True,True
4190,True,False,True,False,False
4191,True,False,False,False,False
4192,False,True,True,True,False
4193,False,True,False,False,False
4194,True,False,False,False,False
4195,False,False,True,True,False
4196,False,True,True,False,True
4197,True,False,False,False,True
4198,True,True,True,True,False
4199,True,False,False,False,False
4200,False,True,True,True,False
4201,True,True,False,False,False
4202,False,True,False,True,False
4203,True,False,False,False,False
4204,False,True,False,False,False
4205,False,False,False,True,False
4206,True,True,False,False,False
4207,False,True,False,False,False
4208,True,False,False,False,False
4209,True,False,False,False,False
4210,False,False,False,True,False
4211,True,False,False,False,False
4212,True,False,True,True,False
4213,True,False,False,False,False
4214,True,False,False,False,False
4215,True,False,False,False,False
4216,True,False,False,True,True
4217,True,False,False,False,False
4218,True,False,False,False,False
4219,False,False,False,True,True
4220,False,True,False,True,True
4221,True,True,True,False,False
4222,False,False,False,True,False
4223,True,True,False,True,True
4224,True,False,True,False,False
4225,True,True,False,True,False
4226,True,True,False,True,False
4227,True,True,False,False,False
4228,True,True,True,True,True
4229,True,True,False,True,False
4230,True,True,False,False,False
4231,False,False,True,True,False
4232,True,True,False,False,False
4233,True,False,True,False,False
4234,True,True,True,True,False
4235,False,True,False,False,True
4236,False,True,False,True,True
4237,True,False,False,False,False
4238,False,True,False,True,False
4239,True,False,False,False,False
4240,True,True,True,True,True
4241,True,True,True,True,True
4242,False,False,True,False,False
4243,True,False,False,False,False
4244,False,False,True,True,False
4245,True,True,False,True,False
4246,True,False,False,False,False
4247,False,False,True,True,True
4248,False,True,False,False,False
4249,True,False,False,False,False
4250,False,False,False,True,False
4251,False,False,True,True,True
4252,False,False,False,True,False
4253,False,False,False,True,True
4254,True,False,False,False,False
4255,False,False,False,False,True
4256,True,True,False,False,True
4257,True,False,False,False,False
4258,False,True,False,False,True
4259,False,True,False,False,False
4260,True,True,True,True,True
4261,False,False,False,True,False
4262,False,True,True,False,False
4263,True,True,False,False,False
4264,True,False,False,False,False
4265,True,False,False,False,False
4266,False,True,False,True,True
4267,True,False,False,False,False
4268,True,True,False,True,True
4269,True,True,True,False,True
4270,False,False,False,False,True
4271,False,False,False,True,True
4272,True,False,False,False,False
4273,True,False,False,False,False
4274,False,True,False,False,False
4275,False,True,False,True,True
4276,False,True,True,True,False
4277,False,True,True,True,True
4278,True,False,False,False,False
4279,False,True,False,True,True
4280,True,False,True,False,False
4281,True,True,False,False,False
4282,False,False,False,False,True
4283,True,False,False,False,False
4284,True,False,False,False,True
4285,False,False,False,True,False
4286,False,False,False,True,True
4287,True,False,False,True,False
4288,False,True,False,False,True
4289,True,True,True,False,False
4290,False,True,False,False,False
4291,False,False,False,True,False
4292,False,True,True,True,True
4293,False,False,False,True,True
4294,True,True,False,True,True
4295,False,False,False,False,True
4296,False,False,False,True,True
4297,True,False,False,False,False
4298,False,False,False,True,False
4299,False,False,False,True,False
4300,False,True,True,False,False
4301,False,True,False,True,True
4302,False,False,False,True,True
4303,False,True,False,False,False
4304,True,True,True,False,False
4305,False,False,False,True,True
4306,True,True,True,False,False
4307,False,True,False,False,False
4308,False,True,False,False,True
4309,False,True,True,False,False
4310,False,False,False,True,False
4311,False,False,False,True,True
4312,False,False,False,True,False
4313,True,True,True,True,True
4314,True,True,False,True,True
4315,False,True,False,True,True
4316,False,False,False,True,True
4317,True,False,False,False,False
4318,False,True,False,False,False
4319,True,False,True,False,False
4320,False,True,False,True,True
4321,True,False,False,False,False
4322,False,True,True,True,True
4323,False,False,False,False,True
4324,True,False,False,False,False
4325,True,False,False,False,False
4326,False,True,True,True,False
4327,False,True,False,False,False
4328,True,True,False,False,False
4329,False,True,False,True,False
4330,False,False,False,False,True
4331,True,True,False,True,False
4332,False,True,False,True,True
4333,True,False,False,False,False
4334,False,True,False,True,True
4335,False,False,False,False,True
4336,True,True,False,False,False
4337,True,True,True,False,False
4338,False,True,False,True,False
4339,True,False,False,False,False
4340,True,True,False,False,False
4341,False,True,False,False,True
4342,False,False,False,True,False
4343,False,False,True,True,False
4344,True,True,False,True,True
4345,False,False,False,True,True
4346,False,True,False,True,False
4347,False,False,False,True,False
4348,True,False,False,False,False
4349,False,False,False,True,True
4350,True,False,False,False,False
4351,True,False,True,True,False
4352,True,False,False,False,False
4353,False,True,False,True,True
4354,False,False,False,True,False
4355,False,False,False,True,True
4356,True,False,False,True,False
4357,False,True,False,False,False
4358,False,True,False,True,False
4359,False,False,False,True,False
4360,False,True,True,False,False
4361,False,True,False,False,True
4362,True,False,False,False,False
4363,False,True,False,False,True
4364,False,True,False,False,False
4365,False,False,False,True,False
4366,True,False,True,False,False
4367,True,False,False,False,False
4368,False,False,False,True,True
4369,False,False,False,True,True
4370,False,True,False,False,False
4371,True,False,True,False,False
4372,True,False,False,False,False
4373,False,True,False,False,False
4374,True,True,True,True,False
4375,True,True,False,True,False
4376,True,False,False,False,False
4377,False,True,False,False,False
4378,False,False,False,False,True
4379,True,False,False,False,False
4380,True,False,False,False,False
4381,False,False,False,False,True
4382,False,True,False,True,True
4383,False,True,True,False,False
4384,True,True,True,False,False
4385,True,True,True,False,False
4386,True,False,False,False,False
4387,False,True,False,False,False
4388,True,True,False,True,True
4389,True,True,False,False,False
4390,False,False,False,True,True
4391,True,True,False,True,False
4392,False,False,True,True,True
4393,True,True,False,True,False
4394,False,True,True,False,False
4395,False,True,False,True,False
4396,False,True,False,False,False
4397,False,True,False,True,False
4398,True,False,True,True,False
4399,False,False,True,False,False
4400,False,True,False,True,True
4401,False,False,False,True,False
4402,True,True,False,False,False
4403,True,True,False,False,True
4404,False,True,False,False,False
4405,True,False,False,False,False
4406,True,False,False,False,False
4407,True,False,False,False,False
4408,False,False,False,True,False
4409,True,True,True,True,True
4410,False,True,False,True,True
4411,True,True,True,True,True
4412,True,False,True,False,False
4413,True,True,False,True,False
4414,False,True,False,True,False
4415,True,False,False,True,False
4416,True,False,True,False,False
4417,True,False,False,False,False
4418,False,False,False,False,True
4419,False,True,True,False,False
4420,True,True,False,False,False
4421,True,False,False,False,False
4422,True,False,False,False,False
4423,False,False,False,True,True
4424,False,True,False,True,True
4425,True,False,False,False,False
4426,True,False,False,False,False
4427,True,False,False,False,False
4428,False,False,True,False,False
4429,True,True,False,True,True
4430,False,True,True,True,False
4431,False,False,False,True,False
4432,False,False,False,True,False
4433,True,True,True,True,False
4434,True,True,True,False,False
4435,False,True,False,False,False
4436,False,False,False,True,False
4437,True,False,False,False,False
4438,False,True,False,True,True
4439,False,True,True,False,False
4440,False,True,False,False,False
4441,False,True,True,False,False
4442,False,True,False,False,False
4443,True,False,False,False,False
4444,False,False,False,True,False
4445,True,False,False,False,False
4446,False,True,True,False,True
4447,False,True,True,False,False
4448,False,True,False,False,False
4449,True,True,True,False,False
4450,False,True,False,True,True
4451,False,False,False,True,False
4452,True,True,False,False,False
4453,True,True,True,True,False
4454,False,False,False,True,True
4455,False,False,True,True,False
4456,False,False,False,True,False
4457,False,True,True,True,True
4458,True,True,False,False,True
4459,False,False,True,False,False
4460,True,True,False,False,False
4461,False,True,True,False,False
4462,False,False,False,False,True
4463,False,False,False,False,True
4464,False,True,False,True,True
4465,False,True,False,True,True
4466,True,True,False,False,False
4467,True,True,False,False,False
4468,True,True,True,True,False
4469,True,True,False,False,False
4470,True,True,True,False,False
4471,False,True,False,False,True
4472,True,True,False,True,False
4473,True,False,True,False,False
4474,True,True,False,True,True
4475,False,False,False,True,True
4476,True,True,True,False,False
4477,False,False,False,True,False
4478,False,False,False,False,True
4479,False,True,False,True,True
4480,False,True,False,True,False
4481,False,True,False,False,True
4482,True,False,False,False,False
4483,False,True,False,False,True
4484,False,False,False,True,True
4485,False,True,False,True,False
4486,True,True,True,True,True
4487,True,False,False,False,False
4488,False,False,False,False,True
4489,False,True,True,False,False
4490,True,False,True,True,True
4491,True,False,False,False,False
4492,False,True,False,True,True
4493,True,False,False,False,False
4494,False,True,False,True,False
4495,True,True,True,False,False
4496,True,True,False,False,False
4497,False,False,False,True,True
4498,False,False,False,True,True
4499,True,True,True,True,False
4500,False,True,True,False,False
4501,False,True,False,True,True
4502,True,False,False,False,False
4503,False,True,False,False,False
4504,True,False,True,False,False
4505,True,True,True,True,False
4506,True,False,False,False,False
4507,False,True,False,False,False
4508,False,False,False,True,True
4509,True,True,True,False,False
4510,True,True,False,True,False
4511,False,True,False,True,True
4512,False,True,False,False,False
4513,False,False,True,False,True
4514,False,False,True,False,False
4515,False,True,False,True,False
4516,True,True,True,True,True
4517,True,False,False,False,False
4518,True,False,False,False,False
4519,False,False,False,True,False
4520,True,False,False,False,False
4521,True,False,True,True,False
4522,False,False,False,True,False
4523,False,False,False,True,True
4524,False,False,False,False,True
4525,True,False,False,False,False
4526,False,True,False,False,False
4527,False,False,False,True,True
4528,False,False,False,False,True
4529,False,True,False,False,False
4530,True,True,False,True,False
4531,False,False,False,False,True
4532,False,True,False,True,True
4533,False,True,True,True,False
4534,False,False,False,True,False
4535,False,False,True,False,False
4536,True,True,True,True,False
4537,False,True,False,False,False
4538,False,False,True,False,True
4539,False,True,True,False,False
4540,False,False,True,False,False
4541,False,True,False,False,True
4542,False,True,False,False,False
4543,False,False,False,False,True
4544,True,False,False,False,False
4545,False,True,True,False,False
4546,False,True,False,True,True
4547,False,False,False,True,False
4548,False,False,False,True,False
4549,True,False,True,False,False
4550,False,True,True,False,False
4551,False,False,False,True,False
4552,True,True,True,True,False
4553,True,True,False,False,False
4554,True,False,False,False,False
4555,True,False,False,False,False
4556,True,True,True,False,False
4557,True,True,False,True,False
4558,False,True,False,True,False
4559,False,False,False,True,False
4560,False,False,True,True,False
4561,False,True,False,False,False
4562,False,False,True,False,False
4563,False,False,False,True,True
4564,False,False,False,True,False
4565,True,True,True,True,False
4566,False,False,True,False,False
4567,True,True,False,False,False
4568,True,False,True,False,False
4569,True,False,False,False,False
4570,False,False,False,True,True
4571,False,True,False,True,False
4572,False,True,False,False,False
4573,True,False,False,False,False
4574,True,False,False,False,False
4575,False,True,False,False,False
4576,False,True,False,False,False
4577,False,True,False,True,True
4578,False,True,False,False,False
4579,True,True,False,True,False
4580,False,True,False,False,False
4581,True,True,False,False,False
4582,False,False,False,False,True
4583,True,False,False,False,False
4584,True,False,False,False,False
4585,False,True,False,True,True
4586,False,True,False,True,False
4587,True,True,False,False,False
4588,True,False,True,False,False
4589,False,True,False,True,False
4590,False,False,False,False,True
4591,False,False,False,False,True
4592,True,False,False,False,False
4593,False,True,False,False,False
4594,True,False,False,False,False
4595,False,True,False,False,False
4596,False,True,False,False,False
4597,True,True,False,False,False
4598,False,False,True,False,False
4599,True,False,True,False,False
4600,False,True,False,True,True
4601,True,False,False,False,False
4602,False,True,False,False,True
4603,False,True,False,True,True
4604,True,True,True,False,False
4605,False,False,False,True,False
4606,False,True,False,False,False
4607,True,False,False,False,False
4608,False,False,False,True,True
4609,False,True,True,False,False
4610,True,True,False,True,True
4611,False,True,False,True,False
4612,False,False,False,True,False
4613,True,False,False,True,False
4614,True,False,False,False,False
4615,False,False,False,True,False
4616,False,False,False,True,False
4617,False,False,False,False,True
4618,True,True,True,True,True
4619,False,False,True,False,False
4620,True,False,False,True,False
4621,True,False,False,False,False
4622,False,True,False,True,False
4623,True,True,False,True,True
4624,True,True,True,False,False
4625,False,False,False,False,True
4626,True,True,False,True,False
4627,False,True,False,True,True
4628,False,True,True,True,True
4629,True,True,False,False,False
4630,False,True,False,True,True
4631,False,True,False,False,False
4632,True,False,False,False,False
4633,False,True,False,False,False
4634,False,True,False,False,False
4635,False,True,True,False,False
4636,False,True,False,False,False
4637,True,True,True,True,False
4638,True,False,False,True,False
4639,True,False,False,False,False
4640,True,False,False,False,False
4641,False,True,False,False,False
4642,True,False,False,False,False
4643,True,False,False,False,False
4644,False,True,False,False,False
4645,False,False,False,True,True
4646,True,False,False,False,False
4647,False,True,True,False,False
4648,True,False,True,False,False
4649,True,True,False,False,False
4650,True,True,True,False,True
4651,False,True,True,True,True
4652,True,True,False,False,False
4653,True,True,True,True,True
4654,True,False,False,False,False
4655,True,True,True,False,False
4656,True,True,False,False,False
4657,True,True,True,True,False
4658,True,False,False,False,False
4659,True,False,False,False,False
4660,False,False,True,False,True
4661,True,False,True,False,False
4662,True,True,False,True,True
4663,False,False,False,True,True
4664,True,False,False,True,False
4665,True,True,False,False,False
4666,True,False,False,False,False
4667,True,True,False,True,False
4668,True,False,False,False,False
4669,True,True,False,True,True
4670,True,True,True,False,False
4671,False,True,True,True,False
4672,False,False,False,True,True
4673,False,True,False,True,True
4674,False,False,False,True,False
4675,True,False,False,False,False
4676,True,True,True,False,False
4677,False,False,False,False,True
4678,False,True,False,False,False
4679,True,False,True,False,False
4680,True,False,False,True,False
4681,False,False,False,True,False
4682,True,True,False,True,True
4683,False,True,False,True,False
4684,False,False,False,True,True
4685,False,True,False,True,True
4686,False,True,False,True,False
4687,False,True,True,True,True
4688,True,True,True,True,True
4689,False,True,False,False,False
4690,False,False,False,True,True
4691,True,False,False,False,False
4692,True,False,False,True,False
4693,False,True,False,False,True
4694,True,False,False,True,False
4695,False,True,False,True,False
4696,True,True,True,True,True
4697,False,False,False,False,True
4698,False,False,True,True,False
4699,False,False,False,True,False
4700,False,True,False,True,False
4701,True,False,False,False,True
4702,True,False,False,False,False
4703,False,True,False,True,False
4704,False,True,False,False,False
4705,True,False,False,False,False
4706,False,True,False,True,False
4707,True,True,True,True,False
4708,True,True,True,True,False
4709,True,True,True,True,False
4710,False,True,False,True,False
4711,True,False,False,False,False
4712,False,False,True,True,False
4713,True,False,False,False,False
4714,True,False,False,True,False
4715,False,True,False,True,True
4716,False,True,False,True,False
4717,False,False,True,False,False
4718,True,False,False,True,False
4719,True,False,False,False,False
4720,False,True,False,False,False
4721,True,False,False,True,False
4722,True,True,False,True,True
4723,False,True,False,False,False
4724,True,False,False,False,False
4725,False,True,False,True,False
4726,True,False,False,False,False
4727,True,False,False,False,False
4728,True,False,False,False,False
4729,True,False,False,True,True
4730,False,False,False,True,True
4731,True,True,False,False,False
4732,False,False,True,False,False
4733,True,True,True,False,True
4734,False,True,False,True,True
4735,True,False,False,False,False
4736,True,True,False,False,True
4737,False,False,False,True,False
4738,True,False,False,True,True
4739,False,True,False,False,True
4740,False,True,False,True,True
4741,True,True,False,False,False
4742,False,True,False,True,False
4743,True,False,False,False,False
4744,True,False,False,True,False
4745,True,False,False,False,False
4746,False,True,False,False,False
4747,False,False,False,False,True
4748,False,False,True,True,False
4749,False,True,False,False,False
4750,True,False,False,True,True
4751,True,False,False,False,False
4752,True,False,False,False,False
4753,False,False,True,False,False
4754,True,True,False,False,False
4755,True,True,True,True,True
4756,True,False,False,False,False
4757,False,True,False,True,True
4758,False,True,False,False,False
4759,True,False,True,True,True
4760,True,False,False,False,False
4761,True,True,False,True,False
4762,True,False,False,False,False
4763,True,True,False,True,True
4764,True,False,False,False,False
4765,True,False,False,False,False
4766,False,True,False,True,False
4767,False,True,False,True,True
4768,False,False,False,False,True
4769,False,False,False,True,False
4770,False,True,False,True,False
4771,False,False,False,True,False
4772,True,True,True,False,False
4773,False,True,True,True,False
4774,False,False,False,False,True
4775,True,True,True,False,False
4776,True,True,False,False,False
4777,False,True,False,True,True
4778,True,True,True,False,False
4779,True,True,False,False,False
4780,True,False,True,True,True
4781,True,False,False,True,False
4782,True,True,False,False,False
4783,True,False,False,False,False
4784,False,False,False,True,True
4785,True,True,False,True,False
4786,False,True,True,False,False
4787,False,True,False,False,False
4788,True,False,True,False,True
4789,False,False,False,False,True
4790,False,True,False,True,True
4791,True,True,False,False,False
4792,False,True,False,True,False
4793,True,True,False,False,False
4794,False,True,True,False,False
4795,False,True,False,False,True
4796,False,True,False,True,False
4797,False,True,False,True,True
4798,False,True,False,True,True
4799,True,True,False,False,False
4800,False,False,False,True,True
4801,False,True,False,True,False
4802,True,False,False,True,True
4803,True,False,False,False,False
4804,True,True,False,True,True
4805,True,True,True,False,False
4806,False,True,False,True,False
4807,False,True,True,True,True
4808,True,True,True,False,False
4809,True,False,False,False,False
4810,False,True,False,True,True
4811,False,True,False,False,False
4812,False,True,False,False,True
4813,True,True,False,False,False
4814,False,True,False,False,False
4815,False,True,False,True,True
4816,True,False,False,False,False
4817,False,True,False,True,True
4818,False,False,False,False,True
4819,True,True,False,False,False
4820,False,True,False,True,False
4821,False,True,False,False,False
4822,True,True,False,False,False
4823,True,True,False,True,True
4824,False,True,True,False,False
4825,False,False,False,True,False
4826,False,False,False,True,False
4827,False,True,False,False,False
4828,False,True,False,False,False
4829,True,False,False,False,False
4830,False,False,True,False,False
4831,True,False,True,True,False
4832,True,True,True,True,False
4833,True,False,True,False,False
4834,False,False,False,True,False
4835,False,True,False,False,False
4836,False,True,True,False,False
4837,False,True,False,True,False
4838,True,True,False,True,False
4839,False,False,False,False,True
4840,False,True,False,True,False
4841,False,True,True,True,True
4842,False,True,False,False,False
4843,False,True,False,False,False
4844,False,False,True,False,False
4845,True,True,False,True,True
4846,True,True,False,True,False
4847,True,True,False,False,True
4848,False,False,False,True,False
4849,True,True,False,False,False
4850,False,False,False,False,True
4851,False,False,False,True,True
4852,False,True,False,True,True
4853,False,False,False,True,True
4854,False,True,True,False,False
4855,False,True,False,True,True
4856,False,False,True,False,False
4857,False,True,False,True,True
4858,False,True,False,True,True
4859,True,False,False,True,True
4860,True,False,True,True,True
4861,False,True,True,True,False
4862,True,True,False,False,False
4863,True,False,False,True,False
4864,True,False,False,False,True
4865,False,False,False,True,True
4866,True,True,False,False,False
4867,True,True,False,False,False
4868,False,False,False,True,False
4869,True,True,False,False,False
4870,False,True,False,False,False
4871,True,True,False,False,False
4872,False,True,False,False,False
4873,True,False,False,False,False
4874,True,True,False,True,False
4875,False,False,True,False,False
4876,True,False,False,False,False
4877,False,False,False,True,False
4878,True,False,False,False,False
4879,False,False,False,True,False
4880,True,False,False,False,False
4881,True,True,False,False,False
4882,True,False,True,False,False
4883,True,False,False,False,False
4884,False,False,False,True,True
4885,False,False,False,True,True
4886,True,False,False,True,False
4887,True,True,False,False,False
4888,True,True,True,True,False
4889,True,False,False,True,False
4890,False,False,False,True,True
4891,False,False,False,True,False
4892,False,True,False,False,False
4893,False,False,False,False,True
4894,False,True,False,False,False
4895,False,False,False,True,False
4896,True,True,False,False,False
4897,False,False,False,True,True
4898,False,False,False,True,False
4899,False,False,False,True,True
4900,False,False,False,True,False
4901,False,False,False,True,True
4902,False,False,False,True,True
4903,True,False,False,True,False
4904,False,False,False,True,False
4905,False,False,False,True,False
4906,False,False,False,False,True
4907,False,False,False,True,False
4908,False,False,False,True,False
4909,False,False,False,True,False
4910,False,False,False,True,True
4911,False,True,False,True,False
4912,False,True,False,False,False
4913,False,True,True,True,True
4914,False,False,False,True,False
4915,False,True,False,False,False
4916,False,False,False,True,False
4917,False,True,False,False,False
4918,False,True,True,True,False
4919,False,False,False,True,False
4920,False,True,False,True,True
4921,False,True,False,True,True
4922,False,True,True,True,False
4923,False,False,False,True,False
4924,False,False,False,True,False
4925,False,False,False,True,False
4926,False,True,False,False,False
4927,False,False,False,True,True
4928,False,True,False,False,False
4929,False,False,False,True,False
4930,False,False,False,False,True
4931,False,True,True,False,False
4932,False,True,False,False,False
4933,False,True,False,False,False
4934,False,False,False,False,True
4935,False,False,False,True,False
4936,False,False,False,True,False
4937,False,False,False,True,True
4938,False,False,True,True,False
4939,False,True,False,True,False
4940,False,False,False,True,False
4941,False,True,False,False,False
4942,False,False,False,True,True
4943,False,False,False,True,False
4944,False,True,False,True,True
4945,False,False,False,False,True
4946,False,True,False,True,False
4947,False,True,False,True,False
4948,True,True,False,False,False
4949,False,False,False,True,False
4950,True,False,False,False,True
4951,False,False,False,False,True
4952,False,False,False,True,True
4953,False,True,False,True,True
4954,False,False,False,True,False
4955,False,True,False,False,False
4956,False,False,False,False,True
4957,False,True,False,False,False
4958,False,False,False,False,True
4959,False,True,False,True,False
4960,False,True,False,False,True
4961,False,False,False,True,True
4962,False,True,False,True,False
4963,False,False,False,True,False
4964,True,False,False,False,True
4965,False,False,False,True,False
4966,False,False,False,True,False
4967,False,False,False,True,False
4968,False,False,False,True,True
4969,False,False,False,True,True
4970,False,False,False,True,True
4971,False,False,False,True,False
4972,False,False,False,False,True
4973,False,False,False,True,False
4974,True,True,False,False,False
4975,False,True,False,False,False
4976,False,True,False,False,False
4977,False,True,False,False,False
4978,False,False,False,True,False
4979,False,True,False,True,False
4980,False,True,False,False,False
4981,False,False,False,True,True
4982,False,False,False,True,False
4983,False,False,False,True,False
4984,False,False,False,True,True
4985,False,True,True,False,False
4986,False,False,False,True,True
4987,False,True,False,True,False
4988,True,True,True,False,False
4989,False,False,False,True,False
4990,False,False,False,False,True
4991,True,False,False,True,False
4992,False,False,False,True,False
4993,False,True,False,False,False
4994,False,False,False,True,False
4995,False,False,False,True,False
4996,False,True,False,False,False
4997,False,False,False,True,True
4998,False,False,False,True,True
4999,False,True,False,False,False
5000,True,True,True,False,False
5001,False,True,False,False,False
5002,False,False,False,True,True
5003,False,False,True,True,False
5004,False,False,False,True,False
5005,False,True,True,False,False
5006,False,False,False,True,False
5007,False,True,False,False,True
5008,False,False,False,True,False
5009,False,True,False,True,False
5010,False,False,True,True,True
5011,False,False,False,True,True
5012,False,False,False,True,False
5013,False,True,True,True,False
5014,False,False,True,True,True
5015,False,False,False,True,False
5016,False,False,False,True,True
5017,False,False,False,True,False
5018,False,True,False,False,False
5019,False,False,False,True,True
5020,False,False,False,False,True
5021,False,False,False,True,True
5022,False,True,True,False,False
5023,False,False,False,True,True
5024,True,False,False,True,False
5025,False,True,True,False,False
5026,False,False,False,True,False
5027,False,False,False,False,True
5028,False,True,False,False,True
5029,True,False,False,True,False
5030,False,False,False,True,False
5031,False,False,False,True,False
5032,False,False,False,False,True
5033,False,False,False,False,True
5034,False,False,False,True,False
5035,False,True,False,False,False
5036,False,False,False,False,True
5037,False,False,False,True,False
5038,False,True,False,True,False
5039,False,False,False,False,True
5040,False,True,False,False,False
5041,False,False,False,False,True
5042,False,False,False,True,False
5043,False,True,False,True,True
5044,False,True,False,False,False
5045,False,True,False,False,False
5046,False,True,False,False,False
5047,False,True,False,False,False
5048,True,False,False,True,False
5049,False,True,False,False,False
5050,False,False,False,False,True
5051,False,True,False,False,False
5052,False,False,False,True,True
5053,False,False,False,True,False
5054,False,True,True,False,False
5055,False,True,True,False,False
5056,False,False,False,True,True
5057,False,True,False,True,False
5058,False,False,False,True,True
5059,False,False,False,True,False
5060,False,True,False,True,False
5061,True,False,True,False,False
5062,False,True,False,True,True
5063,False,True,False,False,False
5064,False,True,True,False,False
5065,False,False,False,False,True
5066,False,False,False,True,False
5067,False,False,False,False,True
5068,False,True,False,True,False
5069,False,False,False,True,True
5070,False,True,False,True,False
5071,False,False,False,True,False
5072,False,False,False,True,False
5073,False,True,False,False,False
5074,False,False,False,True,False
5075,False,True,False,False,False
5076,False,True,False,True,False
5077,False,False,False,True,False
5078,False,False,False,False,True
5079,False,False,False,True,True
5080,False,True,False,False,False
5081,False,False,False,True,False
5082,False,False,False,True,True
5083,False,True,True,False,False
5084,False,False,False,False,True
5085,False,False,False,True,True
5086,False,False,False,True,False
5087,False,False,False,True,True
5088,False,False,False,True,False
5089,False,True,False,True,True
5090,False,True,False,False,False
5091,False,False,False,True,False
5092,False,False,False,True,True
5093,False,False,False,False,True
5094,False,True,False,False,False
5095,False,False,False,True,False
5096,False,False,False,True,True
5097,False,True,False,False,False
5098,False,False,False,False,True
5099,False,True,False,False,True
5100,False,False,False,True,False
5101,False,True,False,False,False
5102,False,False,False,False,True
5103,False,True,False,False,False
5104,False,False,False,False,True
5105,False,False,False,True,False
5106,False,True,False,False,False
5107,False,False,False,True,True
5108,False,True,False,True,False
5109,False,False,False,True,True
5110,True,True,False,True,False
5111,False,True,False,False,False
5112,False,False,False,True,False
5113,False,True,False,True,False
5114,False,True,False,True,False
5115,False,False,False,True,True
5116,False,True,True,True,False
5117,False,False,False,True,True
5118,False,True,False,False,False
5119,False,False,False,True,False
5120,False,True,False,True,False
5121,False,True,True,True,True
5122,False,True,True,False,False
5123,False,True,True,False,False
5124,False,True,False,False,False
5125,False,False,False,False,True
5126,False,True,True,True,False
5127,False,True,False,False,False
5128,False,False,False,True,False
5129,True,False,False,True,False
5130,False,False,False,True,False
5131,False,True,False,False,False
5132,True,True,True,True,True
5133,False,False,True,False,True
5134,False,True,False,False,False
5135,False,True,False,False,False
5136,False,True,False,True,False
5137,False,False,False,True,False
5138,False,False,False,True,False
5139,False,True,False,False,False
5140,False,False,False,True,False
5141,False,False,False,True,False
5142,False,True,False,True,False
5143,False,True,False,True,True
5144,False,False,True,True,True
5145,False,True,False,True,True
5146,False,False,False,True,True
5147,False,False,False,False,True
5148,False,True,False,False,False
5149,False,False,False,False,True
5150,False,False,False,True,True
5151,False,False,False,False,True
5152,True,True,True,False,False
5153,False,True,False,True,False
5154,False,True,False,False,False
5155,False,True,False,True,True
5156,False,False,False,False,True
5157,False,True,False,True,False
5158,False,False,False,False,True
5159,False,True,False,True,True
5160,False,False,False,True,True
5161,False,True,False,True,False
5162,False,True,True,False,False
5163,False,False,False,True,False
5164,False,True,False,True,False
5165,False,False,False,True,False
5166,False,True,True,True,False
5167,False,False,False,True,False
5168,False,True,False,False,False
5169,False,False,False,True,False
5170,True,True,True,False,True
5171,False,True,False,True,True
5172,False,False,False,True,False
5173,False,False,False,True,False
5174,False,True,True,False,False
5175,False,True,False,True,False
5176,False,False,True,True,False
5177,True,True,False,True,False
5178,False,False,False,True,False
5179,True,True,False,True,False
5180,False,False,False,True,False
5181,False,True,False,True,True
5182,False,False,False,False,True
5183,False,False,False,True,False
5184,False,True,False,False,False
5185,False,True,False,False,False
5186,False,False,True,False,False
5187,False,True,False,False,False
5188,False,True,False,False,False
5189,False,False,False,True,True
5190,False,True,True,True,False
5191,False,True,False,False,False
5192,False,True,False,True,False
5193,False,False,False,True,False
5194,False,True,False,True,False
5195,False,True,False,False,False
