SurveyDate,FormalEducation,ConvertedSalary,Hobby,Country,StackOverflowJobsRecommend,VersionControl,Age,Years Experience,Gender,RawSalary,Paid_Job,equal_binned,boundary_binned
3/7/18 4:09,Bachelor's degree (BA. BS. B.Eng.. etc.),86120.0,Yes,France,10.0,Git,35,6,Male,86120.0,1,"(-2000.0, 400000.0]",Medium
6/11/18 5:47,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),0.0,Yes,France,7.0,Git,36,6,Male,,0,"(-2000.0, 400000.0]",Very low
9/25/18 18:04,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000.0,Yes,Russia,7.0,Git,30,11,Male,2000000.0,1,"(1600000.0, 2000000.0]",Very high
6/26/18 2:13,Bachelor's degree (BA. BS. B.Eng.. etc.),17676.0,Yes,USA,9.0,Subversion,41,3,Not Given,17676.0,1,"(-2000.0, 400000.0]",Low
3/28/18 23:53,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),0.0,Yes,France,7.0,Git,41,23,Not Given,,0,"(-2000.0, 400000.0]",Very low
4/5/18 3:53,Bachelor's degree (BA. BS. B.Eng.. etc.),52404.0,Yes,France,7.0,Git;Subversion,24,9,Male,52404.0,1,"(-2000.0, 400000.0]",Medium
6/24/18 16:13,Some college/university study without earning a degree,0.0,Yes,USA,5.0,Git;Subversion,59,0,Male,,0,"(-2000.0, 400000.0]",Very low
1/17/18 13:19,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,Git,46,3,Male,,0,"(-2000.0, 400000.0]",Very low
10/7/18 8:20,Bachelor's degree (BA. BS. B.Eng.. etc.),1884.0,Yes,South Africa,7.0,Git,60,10,Male,1884.0,1,"(-2000.0, 400000.0]",Very low
7/7/18 5:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,Spain,10.0,Copying and pasting files to network shares;I don't use version control,18,13,Male,,0,"(-2000.0, 400000.0]",Very low
7/14/18 10:19,Bachelor's degree (BA. BS. B.Eng.. etc.),587460.0,Yes,USA,3.0,Git;Team Foundation Version Control,32,10,Not Given,587460.0,1,"(400000.0, 800000.0]",Very high
6/18/18 3:13,Some college/university study without earning a degree,93840.0,Yes,UK,8.0,Git;Copying and pasting files to network shares;Zip file back-ups,40,15,Male,93840.0,1,"(-2000.0, 400000.0]",Medium
5/26/18 12:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),47304.0,No,UK,5.0,Git,39,12,Male,47304.0,1,"(-2000.0, 400000.0]",Low
5/20/18 18:33,Master's degree (MA. MS. M.Eng.. MBA. etc.),85671.0,Yes,Russia,7.0,Git;Zip file back-ups;I don't use version control,41,4,Male,85671.0,1,"(-2000.0, 400000.0]",Medium
9/29/18 16:07,Other doctoral degree (Ph.D. Ed.D.. etc.),0.0,No,France,7.0,Git,32,5,Male,,0,"(-2000.0, 400000.0]",Very low
1/29/18 23:32,Bachelor's degree (BA. BS. B.Eng.. etc.),90000.0,No,UK,5.0,Git;Subversion,23,8,Male,90000.0,1,"(-2000.0, 400000.0]",Medium
7/8/18 0:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),91000.0,Yes,Spain,7.0,Git;Subversion,24,12,Male,91000.0,1,"(-2000.0, 400000.0]",Medium
2/6/18 4:24,Some college/university study without earning a degree,0.0,Yes,South Africa,7.0,Git;Team Foundation Version Control,18,16,Male,,0,"(-2000.0, 400000.0]",Very low
3/29/18 5:22,Some college/university study without earning a degree,112000.0,Yes,Spain,8.0,Git;Subversion,34,14,Not Given,112000.0,1,"(-2000.0, 400000.0]",High
2/10/18 18:54,Bachelor's degree (BA. BS. B.Eng.. etc.),57170.0,Yes,Sweeden,7.0,Git,32,15,Male,57170.0,1,"(-2000.0, 400000.0]",Medium
9/22/18 10:37,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Spain,7.0,Git;Team Foundation Version Control,35,7,Male,,0,"(-2000.0, 400000.0]",Very low
3/21/18 18:50,Master's degree (MA. MS. M.Eng.. MBA. etc.),120000.0,Yes,France,5.0,Team Foundation Version Control,34,18,Male,120000.0,1,"(-2000.0, 400000.0]",High
3/4/18 6:22,Bachelor's degree (BA. BS. B.Eng.. etc.),130000.0,Yes,South Africa,10.0,Git,41,11,Not Given,130000.0,1,"(-2000.0, 400000.0]",High
3/25/18 13:25,Bachelor's degree (BA. BS. B.Eng.. etc.),58340.0,Yes,France,7.0,Git;Subversion,50,15,Male,58340.0,1,"(-2000.0, 400000.0]",Medium
4/12/18 14:56,Some college/university study without earning a degree,78000.0,Yes,USA,7.0,Git,38,11,Male,78000.0,1,"(-2000.0, 400000.0]",Medium
6/9/18 0:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,No,South Africa,7.0,Mercurial;Subversion,40,15,Male,,0,"(-2000.0, 400000.0]",Very low
10/22/18 8:42,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Sweeden,10.0,Subversion,20,1,Male,,0,"(-2000.0, 400000.0]",Very low
7/21/18 18:29,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Spain,7.0,Git;Subversion,61,9,Male,,0,"(-2000.0, 400000.0]",Very low
10/25/18 15:27,Bachelor's degree (BA. BS. B.Eng.. etc.),51408.0,Yes,India,10.0,Git,62,6,Male,51408.0,1,"(-2000.0, 400000.0]",Medium
7/21/18 10:23,Some college/university study without earning a degree,0.0,Yes,UK,7.0,Git;Team Foundation Version Control,48,15,Male,,0,"(-2000.0, 400000.0]",Very low
5/28/18 0:26,Some college/university study without earning a degree,30840.0,Yes,USA,10.0,Git;Subversion,36,19,Male,30840.0,1,"(-2000.0, 400000.0]",Low
9/5/18 23:49,Master's degree (MA. MS. M.Eng.. MBA. etc.),41612.0,Yes,USA,5.0,Git,42,7,Male,41612.0,1,"(-2000.0, 400000.0]",Low
6/14/18 9:16,Associate degree,0.0,Yes,Russia,6.0,Git,41,12,Not Given,,0,"(-2000.0, 400000.0]",Very low
1/7/18 16:06,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,South Africa,2.0,Git,25,9,Not Given,,0,"(-2000.0, 400000.0]",Very low
3/31/18 17:29,Bachelor's degree (BA. BS. B.Eng.. etc.),75000.0,Yes,Russia,10.0,Git;Subversion,18,17,Not Given,75000.0,1,"(-2000.0, 400000.0]",Medium
1/28/18 20:56,Associate degree,60391.0,Yes,India,7.0,Subversion;Team Foundation Version Control;Copying and pasting files to network shares,61,1,Male,60391.0,1,"(-2000.0, 400000.0]",Medium
10/13/18 18:00,Some college/university study without earning a degree,41124.0,Yes,Russia,6.0,Git,60,11,Female,41124.0,1,"(-2000.0, 400000.0]",Low
4/27/18 17:27,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,South Africa,7.0,Git;Subversion;Zip file back-ups,44,17,Female,,0,"(-2000.0, 400000.0]",Very low
7/10/18 12:07,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),0.0,Yes,Spain,7.0,Git;Subversion,23,10,Male,,0,"(-2000.0, 400000.0]",Very low
3/1/18 13:42,Bachelor's degree (BA. BS. B.Eng.. etc.),70000.0,No,Russia,7.0,Git;Subversion,18,5,Male,70000.0,1,"(-2000.0, 400000.0]",Medium
8/1/18 21:38,Bachelor's degree (BA. BS. B.Eng.. etc.),3900.0,Yes,Spain,10.0,Git,28,11,Male,3900.0,1,"(-2000.0, 400000.0]",Very low
9/9/18 21:15,Bachelor's degree (BA. BS. B.Eng.. etc.),5479.0,No,France,7.0,Git,65,5,Not Given,5479.0,1,"(-2000.0, 400000.0]",Very low
1/13/18 0:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,South Africa,7.0,Git;Mercurial;Subversion;Copying and pasting files to network shares;Zip file back-ups,56,11,Male,,0,"(-2000.0, 400000.0]",Very low
9/6/18 2:46,Bachelor's degree (BA. BS. B.Eng.. etc.),96626.0,Yes,France,8.0,Git;Subversion,19,12,Male,96626.0,1,"(-2000.0, 400000.0]",Medium
7/13/18 22:40,Some college/university study without earning a degree,0.0,Yes,Sweeden,7.0,Git,18,5,Female,,0,"(-2000.0, 400000.0]",Very low
3/14/18 18:31,Some college/university study without earning a degree,12000.0,Yes,USA,5.0,Git,43,10,Male,12000.0,1,"(-2000.0, 400000.0]",Low
7/28/18 22:18,Bachelor's degree (BA. BS. B.Eng.. etc.),58000.0,Yes,Russia,8.0,Git,57,3,Male,58000.0,1,"(-2000.0, 400000.0]",Medium
5/14/18 11:02,Other doctoral degree (Ph.D. Ed.D.. etc.),280000.0,Yes,South Africa,5.0,Git,27,0,Male,280000.0,1,"(-2000.0, 400000.0]",Very high
2/25/18 11:24,Bachelor's degree (BA. BS. B.Eng.. etc.),106956.0,Yes,France,7.0,Git;Copying and pasting files to network shares,43,12,Male,106956.0,1,"(-2000.0, 400000.0]",High
2/4/18 19:32,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,India,8.0,Git;Team Foundation Version Control,34,1,Male,,0,"(-2000.0, 400000.0]",Very low
4/16/18 6:34,Master's degree (MA. MS. M.Eng.. MBA. etc.),53000.0,Yes,USA,5.0,Git,37,9,Not Given,53000.0,1,"(-2000.0, 400000.0]",Medium
6/10/18 19:09,Bachelor's degree (BA. BS. B.Eng.. etc.),90039.0,Yes,UK,7.0,Git,26,13,Male,90039.0,1,"(-2000.0, 400000.0]",Medium
5/17/18 9:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),162100.0,Yes,Russia,7.0,Git,42,11,Male,162100.0,1,"(-2000.0, 400000.0]",Very high
5/20/18 7:21,Bachelor's degree (BA. BS. B.Eng.. etc.),68000.0,Yes,France,10.0,Git,18,9,Male,68000.0,1,"(-2000.0, 400000.0]",Medium
10/20/18 0:22,Bachelor's degree (BA. BS. B.Eng.. etc.),75000.0,Yes,Sweeden,7.0,Git,31,2,Male,75000.0,1,"(-2000.0, 400000.0]",Medium
1/25/18 0:25,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,France,7.0,Git,25,9,Male,,0,"(-2000.0, 400000.0]",Very low
4/7/18 18:26,Bachelor's degree (BA. BS. B.Eng.. etc.),53144.0,Yes,Sweeden,7.0,Git,52,6,Not Given,53144.0,1,"(-2000.0, 400000.0]",Medium
10/12/18 4:39,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,8.0,Git,36,3,Not Given,,0,"(-2000.0, 400000.0]",Very low
9/21/18 10:00,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),0.0,Yes,UK,7.0,Git,34,7,Not Given,,0,"(-2000.0, 400000.0]",Very low
5/31/18 12:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,Spain,7.0,I don't use version control,46,5,Female,,0,"(-2000.0, 400000.0]",Very low
3/25/18 1:46,Professional degree (JD. MD. etc.),22560.0,Yes,UK,7.0,Git,33,7,Male,22560.0,1,"(-2000.0, 400000.0]",Low
9/18/18 19:50,Bachelor's degree (BA. BS. B.Eng.. etc.),36720.0,Yes,Sweeden,7.0,Git,19,13,Male,36720.0,1,"(-2000.0, 400000.0]",Low
1/3/18 21:31,Bachelor's degree (BA. BS. B.Eng.. etc.),80000.0,Yes,South Africa,10.0,Git,18,9,Male,80000.0,1,"(-2000.0, 400000.0]",Medium
7/5/18 2:13,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Sweeden,7.0,I don't use version control,18,7,Male,0.0,0,"(-2000.0, 400000.0]",Very low
10/9/18 21:22,Some college/university study without earning a degree,51408.0,Yes,USA,7.0,Git,24,14,Not Given,51408.0,1,"(-2000.0, 400000.0]",Medium
10/2/18 16:25,Bachelor's degree (BA. BS. B.Eng.. etc.),45897.0,No,South Africa,3.0,Git,45,23,Not Given,45897.0,1,"(-2000.0, 400000.0]",Low
4/29/18 13:27,Bachelor's degree (BA. BS. B.Eng.. etc.),14089.0,Yes,USA,10.0,Git;Subversion;Zip file back-ups,40,16,Male,14089.0,1,"(-2000.0, 400000.0]",Low
7/6/18 18:17,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),9000.0,Yes,France,7.0,Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,40,0,Not Given,9000.0,1,"(-2000.0, 400000.0]",Very low
4/13/18 8:04,Master's degree (MA. MS. M.Eng.. MBA. etc.),12524.0,Yes,Sweeden,8.0,Subversion,18,11,Male,12524.0,1,"(-2000.0, 400000.0]",Low
8/17/18 17:38,Bachelor's degree (BA. BS. B.Eng.. etc.),3914.0,Yes,Sweeden,7.0,Git;Subversion,42,7,Not Given,3914.0,1,"(-2000.0, 400000.0]",Very low
4/15/18 5:31,Some college/university study without earning a degree,13212.0,Yes,USA,7.0,Git,47,0,Male,13212.0,1,"(-2000.0, 400000.0]",Low
2/3/18 16:39,Bachelor's degree (BA. BS. B.Eng.. etc.),69452.0,Yes,USA,6.0,Subversion,57,12,Male,69452.0,1,"(-2000.0, 400000.0]",Medium
5/27/18 16:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),25008.0,Yes,South Africa,10.0,I don't use version control,27,10,Not Given,25008.0,1,"(-2000.0, 400000.0]",Low
10/21/18 1:50,Bachelor's degree (BA. BS. B.Eng.. etc.),96626.0,Yes,Spain,8.0,Git,49,13,Female,96626.0,1,"(-2000.0, 400000.0]",Medium
7/12/18 16:24,Master's degree (MA. MS. M.Eng.. MBA. etc.),199950.0,No,India,8.0,Git,35,10,Male,199950.0,1,"(-2000.0, 400000.0]",Very high
3/8/18 5:10,Some college/university study without earning a degree,34269.0,Yes,India,7.0,Git,49,21,Male,34269.0,1,"(-2000.0, 400000.0]",Low
5/10/18 8:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),60216.0,No,Spain,10.0,Git;Team Foundation Version Control,30,6,Male,60216.0,1,"(-2000.0, 400000.0]",Medium
1/8/18 2:07,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,France,7.0,Git,30,11,Not Given,,0,"(-2000.0, 400000.0]",Very low
6/29/18 5:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,South Africa,4.0,Git;Subversion;Zip file back-ups,23,10,Not Given,,0,"(-2000.0, 400000.0]",Very low
9/7/18 12:46,Some college/university study without earning a degree,73433.0,Yes,USA,10.0,Git,26,8,Male,73433.0,1,"(-2000.0, 400000.0]",Medium
1/13/18 20:45,Bachelor's degree (BA. BS. B.Eng.. etc.),40282.0,Yes,South Africa,7.0,Git,39,8,Not Given,40282.0,1,"(-2000.0, 400000.0]",Low
3/5/18 14:21,Bachelor's degree (BA. BS. B.Eng.. etc.),71976.0,No,South Africa,9.0,Git;Subversion;Team Foundation Version Control,47,5,Not Given,71976.0,1,"(-2000.0, 400000.0]",Medium
8/4/18 20:23,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,UK,7.0,Git,37,14,Male,,0,"(-2000.0, 400000.0]",Very low
9/18/18 9:29,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,No,Spain,7.0,Subversion,25,0,Not Given,,0,"(-2000.0, 400000.0]",Very low
6/1/18 16:05,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,South Africa,6.0,Git,27,6,Male,,0,"(-2000.0, 400000.0]",Very low
3/12/18 4:42,Bachelor's degree (BA. BS. B.Eng.. etc.),63979.0,Yes,UK,7.0,Git;Copying and pasting files to network shares,30,2,Male,63979.0,1,"(-2000.0, 400000.0]",Medium
6/9/18 14:45,Bachelor's degree (BA. BS. B.Eng.. etc.),12524.0,Yes,South Africa,3.0,Git,52,7,Not Given,12524.0,1,"(-2000.0, 400000.0]",Low
1/8/18 21:41,Master's degree (MA. MS. M.Eng.. MBA. etc.),14688.0,No,Russia,5.0,Git,21,12,Male,14688.0,1,"(-2000.0, 400000.0]",Low
1/25/18 10:36,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),1872.0,Yes,Sweeden,7.0,Git,19,15,Male,1872.0,1,"(-2000.0, 400000.0]",Very low
2/14/18 8:02,Professional degree (JD. MD. etc.),66084.0,Yes,France,7.0,Git;Zip file back-ups,53,8,Not Given,66084.0,1,"(-2000.0, 400000.0]",Medium
9/19/18 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000.0,No,USA,10.0,Git,60,19,Male,2000000.0,1,"(1600000.0, 2000000.0]",Very high
6/30/18 16:43,Some college/university study without earning a degree,0.0,Yes,South Africa,7.0,Git,69,14,Male,,0,"(-2000.0, 400000.0]",Very low
7/4/18 19:33,Bachelor's degree (BA. BS. B.Eng.. etc.),20000.0,Yes,USA,9.0,Git;Team Foundation Version Control,44,6,Male,20000.0,1,"(-2000.0, 400000.0]",Low
9/24/18 17:41,Other doctoral degree (Ph.D. Ed.D.. etc.),0.0,No,South Africa,7.0,Git,45,3,Female,,0,"(-2000.0, 400000.0]",Very low
9/2/18 20:23,Some college/university study without earning a degree,40392.0,Yes,South Africa,7.0,Git;Team Foundation Version Control,18,6,Not Given,40392.0,1,"(-2000.0, 400000.0]",Low
3/29/18 3:35,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Sweeden,7.0,Git,52,22,Female,,0,"(-2000.0, 400000.0]",Very low
3/20/18 23:59,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000.0,Yes,USA,7.0,Git;Subversion;Team Foundation Version Control,44,4,Male,2000000.0,1,"(1600000.0, 2000000.0]",Very high
4/20/18 8:55,Master's degree (MA. MS. M.Eng.. MBA. etc.),1500.0,Yes,South Africa,7.0,Zip file back-ups,35,13,Male,1500.0,1,"(-2000.0, 400000.0]",Very low
8/29/18 18:09,Bachelor's degree (BA. BS. B.Eng.. etc.),104030.0,No,USA,7.0,Git;Subversion;Zip file back-ups,22,12,Male,104030.0,1,"(-2000.0, 400000.0]",High
1/29/18 12:39,Associate degree,80521.0,No,Spain,7.0,Team Foundation Version Control,18,16,Male,80521.0,1,"(-2000.0, 400000.0]",Medium
9/19/18 11:07,Bachelor's degree (BA. BS. B.Eng.. etc.),80000.0,Yes,Sweeden,8.0,Subversion;Copying and pasting files to network shares,46,8,Not Given,80000.0,1,"(-2000.0, 400000.0]",Medium
6/4/18 18:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),136500.0,Yes,USA,4.0,Git,33,6,Not Given,136500.0,1,"(-2000.0, 400000.0]",High
2/19/18 3:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),171343.0,Yes,South Africa,7.0,Git,47,15,Not Given,171343.0,1,"(-2000.0, 400000.0]",Very high
4/10/18 23:44,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,No,Russia,7.0,Copying and pasting files to network shares,18,11,Male,,0,"(-2000.0, 400000.0]",Very low
6/30/18 22:20,Bachelor's degree (BA. BS. B.Eng.. etc.),44064.0,Yes,Sweeden,10.0,Git,27,15,Male,44064.0,1,"(-2000.0, 400000.0]",Low
10/22/18 23:33,Bachelor's degree (BA. BS. B.Eng.. etc.),99468.0,Yes,Spain,10.0,Git,40,8,Male,99468.0,1,"(-2000.0, 400000.0]",Medium
8/15/18 6:24,Bachelor's degree (BA. BS. B.Eng.. etc.),23496.0,No,South Africa,7.0,Git,36,8,Male,23496.0,1,"(-2000.0, 400000.0]",Low
3/21/18 0:18,Master's degree (MA. MS. M.Eng.. MBA. etc.),27696.0,Yes,India,7.0,Git,47,5,Male,27696.0,1,"(-2000.0, 400000.0]",Low
1/11/18 6:11,Bachelor's degree (BA. BS. B.Eng.. etc.),48955.0,Yes,Spain,7.0,Git;Subversion;Team Foundation Version Control,19,8,Male,48955.0,1,"(-2000.0, 400000.0]",Low
1/30/18 22:32,Some college/university study without earning a degree,140000.0,Yes,Spain,3.0,Git,70,8,Not Given,140000.0,1,"(-2000.0, 400000.0]",High
9/4/18 19:48,Bachelor's degree (BA. BS. B.Eng.. etc.),9396.0,Yes,South Africa,8.0,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,18,14,Male,9396.0,1,"(-2000.0, 400000.0]",Very low
2/12/18 17:06,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,No,South Africa,7.0,Git,53,11,Male,,0,"(-2000.0, 400000.0]",Very low
8/3/18 5:31,Some college/university study without earning a degree,0.0,Yes,USA,7.0,Git,62,5,Not Given,,0,"(-2000.0, 400000.0]",Very low
5/14/18 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),140000.0,Yes,South Africa,7.0,Git,31,14,Male,140000.0,1,"(-2000.0, 400000.0]",High
4/5/18 1:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),936.0,Yes,France,7.0,I don't use version control,36,11,Not Given,936.0,1,"(-2000.0, 400000.0]",Very low
2/5/18 3:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),110000.0,Yes,Spain,7.0,Git;Subversion,38,10,Not Given,110000.0,1,"(-2000.0, 400000.0]",High
9/8/18 16:49,Bachelor's degree (BA. BS. B.Eng.. etc.),7608.0,Yes,South Africa,9.0,Git;Subversion,20,14,Male,7608.0,1,"(-2000.0, 400000.0]",Very low
1/15/18 19:52,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,Spain,7.0,Git,44,8,Male,,0,"(-2000.0, 400000.0]",Very low
1/11/18 18:08,Bachelor's degree (BA. BS. B.Eng.. etc.),105000.0,No,UK,7.0,Git,35,13,Male,105000.0,1,"(-2000.0, 400000.0]",High
7/12/18 23:07,Other doctoral degree (Ph.D. Ed.D.. etc.),104269.0,Yes,France,8.0,Git,47,15,Male,104269.0,1,"(-2000.0, 400000.0]",High
8/27/18 4:41,Primary/elementary school,0.0,Yes,France,7.0,Git,71,20,Male,,0,"(-2000.0, 400000.0]",Very low
2/6/18 0:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,Russia,4.0,Subversion,20,14,Male,,0,"(-2000.0, 400000.0]",Very low
2/23/18 0:06,Bachelor's degree (BA. BS. B.Eng.. etc.),46992.0,Yes,Spain,5.0,Git,30,9,Not Given,46992.0,1,"(-2000.0, 400000.0]",Low
7/11/18 20:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,USA,10.0,Git,28,6,Male,,0,"(-2000.0, 400000.0]",Very low
7/18/18 12:19,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),19092.0,Yes,Sweeden,7.0,Git;Mercurial,44,19,Male,19092.0,1,"(-2000.0, 400000.0]",Low
1/17/18 6:31,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Spain,7.0,Git;Team Foundation Version Control;Copying and pasting files to network shares,43,7,Male,,0,"(-2000.0, 400000.0]",Very low
4/4/18 17:52,Bachelor's degree (BA. BS. B.Eng.. etc.),55000.0,No,Spain,10.0,Git;Subversion,56,11,Male,55000.0,1,"(-2000.0, 400000.0]",Medium
5/31/18 4:02,Bachelor's degree (BA. BS. B.Eng.. etc.),6384.0,Yes,USA,7.0,Subversion;Copying and pasting files to network shares;Zip file back-ups,30,12,Male,6384.0,1,"(-2000.0, 400000.0]",Very low
5/31/18 20:36,Bachelor's degree (BA. BS. B.Eng.. etc.),150150.0,Yes,Sweeden,2.0,Git;Mercurial,36,5,Male,150150.0,1,"(-2000.0, 400000.0]",Very high
2/4/18 12:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),9396.0,Yes,USA,7.0,Git,27,1,Not Given,9396.0,1,"(-2000.0, 400000.0]",Very low
1/28/18 1:25,Bachelor's degree (BA. BS. B.Eng.. etc.),63000.0,Yes,France,10.0,Git;Team Foundation Version Control,22,8,Male,63000.0,1,"(-2000.0, 400000.0]",Medium
2/8/18 11:40,Some college/university study without earning a degree,0.0,Yes,Russia,9.0,Git,26,7,Male,,0,"(-2000.0, 400000.0]",Very low
8/15/18 19:17,Bachelor's degree (BA. BS. B.Eng.. etc.),127000.0,Yes,UK,10.0,Git,18,18,Not Given,127000.0,1,"(-2000.0, 400000.0]",High
2/5/18 3:33,Associate degree,32400.0,Yes,UK,10.0,Git,47,4,Male,32400.0,1,"(-2000.0, 400000.0]",Low
7/10/18 23:52,Master's degree (MA. MS. M.Eng.. MBA. etc.),41612.0,Yes,USA,7.0,Git,37,8,Male,41612.0,1,"(-2000.0, 400000.0]",Low
5/29/18 17:20,Bachelor's degree (BA. BS. B.Eng.. etc.),84731.0,Yes,UK,5.0,Git,58,4,Male,84731.0,1,"(-2000.0, 400000.0]",Medium
1/5/18 11:09,Bachelor's degree (BA. BS. B.Eng.. etc.),79973.0,Yes,Sweeden,0.0,Git,48,14,Male,79973.0,1,"(-2000.0, 400000.0]",Medium
5/25/18 9:41,Professional degree (JD. MD. etc.),0.0,Yes,UK,7.0,Git;Mercurial,18,5,Not Given,,0,"(-2000.0, 400000.0]",Very low
1/24/18 17:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,Yes,South Africa,10.0,I don't use version control,27,11,Not Given,,0,"(-2000.0, 400000.0]",Very low
5/24/18 11:38,Bachelor's degree (BA. BS. B.Eng.. etc.),130000.0,Yes,USA,0.0,Git,64,16,Not Given,130000.0,1,"(-2000.0, 400000.0]",High
4/18/18 0:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),49932.0,Yes,Sweeden,7.0,Git;Team Foundation Version Control,54,14,Male,49932.0,1,"(-2000.0, 400000.0]",Low
5/3/18 9:02,Some college/university study without earning a degree,21000.0,No,USA,7.0,Git;Subversion,44,14,Male,21000.0,1,"(-2000.0, 400000.0]",Low
1/9/18 19:41,Other doctoral degree (Ph.D. Ed.D.. etc.),0.0,Yes,USA,7.0,Git,29,8,Male,,0,"(-2000.0, 400000.0]",Very low
4/27/18 23:09,Bachelor's degree (BA. BS. B.Eng.. etc.),26436.0,No,Russia,7.0,Git,20,6,Male,26436.0,1,"(-2000.0, 400000.0]",Low
4/28/18 3:36,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,No,Spain,9.0,Git,34,15,Not Given,,0,"(-2000.0, 400000.0]",Very low
1/11/18 8:23,Master's degree (MA. MS. M.Eng.. MBA. etc.),0.0,No,India,7.0,Git;Mercurial,48,13,Not Given,,0,"(-2000.0, 400000.0]",Very low
4/9/18 10:50,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,Spain,1.0,Git;Team Foundation Version Control,18,0,Male,,0,"(-2000.0, 400000.0]",Very low
3/4/18 0:09,Bachelor's degree (BA. BS. B.Eng.. etc.),1884.0,Yes,France,7.0,Git,31,3,Male,1884.0,1,"(-2000.0, 400000.0]",Very low
5/12/18 14:10,Bachelor's degree (BA. BS. B.Eng.. etc.),0.0,Yes,USA,7.0,Git,18,11,Not Given,,0,"(-2000.0, 400000.0]",Very low
8/8/18 16:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),61194.0,Yes,USA,10.0,Git;Subversion,39,12,Male,61194.0,1,"(-2000.0, 400000.0]",Medium
6/6/18 4:56,Bachelor's degree (BA. BS. B.Eng.. etc.),104178.0,No,USA,7.0,Git,18,5,Not Given,104178.0,1,"(-2000.0, 400000.0]",High
8/1/18 8:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),10584.0,Yes,Sweeden,7.0,Git;Subversion,69,8,Not Given,10584.0,1,"(-2000.0, 400000.0]",Low
3/4/18 1:27,Some college/university study without earning a degree,68537.0,Yes,France,10.0,Git,30,8,Not Given,68537.0,1,"(-2000.0, 400000.0]",Medium
6/3/18 16:20,Master's degree (MA. MS. M.Eng.. MBA. etc.),85000.0,Yes,USA,7.0,Git,28,11,Male,85000.0,1,"(-2000.0, 400000.0]",Medium
5/26/18 17:01,Other doctoral degree (Ph.D. Ed.D.. etc.),0.0,No,USA,7.0,Git,22,17,Male,,0,"(-2000.0, 400000.0]",Very low
